GEOmeID,NAME,MedianIncome
0500000US42037,"Columbia County, Pennsylvania",63683
0500000US42039,"Crawford County, Pennsylvania",60797
0500000US42041,"Cumberland County, Pennsylvania",82174
0500000US42043,"Dauphin County, Pennsylvania",74170
0500000US42045,"Delaware County, Pennsylvania",84085
0500000US42049,"Erie County, Pennsylvania",60663
0500000US42051,"Fayette County, Pennsylvania",54523
0500000US42055,"Franklin County, Pennsylvania",75875
0500000US42063,"Indiana County, Pennsylvania",57505
0500000US42069,"Lackawanna County, Pennsylvania",56002
0500000US42071,"Lancaster County, Pennsylvania",80067
0500000US42073,"Lawrence County, Pennsylvania",62754
0500000US42075,"Lebanon County, Pennsylvania",78824
0500000US42077,"Lehigh County, Pennsylvania",76508
0500000US42079,"Luzerne County, Pennsylvania",60380
0500000US42081,"Lycoming County, Pennsylvania",62135
0500000US42085,"Mercer County, Pennsylvania",61669
0500000US42089,"Monroe County, Pennsylvania",71087
0500000US42091,"Montgomery County, Pennsylvania",106748
0500000US42095,"Northampton County, Pennsylvania",84229
0500000US42097,"Northumberland County, Pennsylvania",59046
0500000US42101,"Philadelphia County, Pennsylvania",60302
0500000US42107,"Schuylkill County, Pennsylvania",64276
0500000US42111,"Somerset County, Pennsylvania",60515
0500000US42125,"Washington County, Pennsylvania",77450
0500000US42129,"Westmoreland County, Pennsylvania",71081
0500000US42133,"York County, Pennsylvania",81362
0500000US44003,"Kent County, Rhode Island",91821
0500000US44005,"Newport County, Rhode Island",104880
0500000US44007,"Providence County, Rhode Island",77170
0500000US44009,"Washington County, Rhode Island",102108
0500000US45003,"Aiken County, South Carolina",67480
0500000US45007,"Anderson County, South Carolina",64645
0500000US45013,"Beaufort County, South Carolina",81111
0500000US45015,"Berkeley County, South Carolina",83372
0500000US45019,"Charleston County, South Carolina",89083
0500000US45035,"Dorchester County, South Carolina",78137
0500000US45041,"Florence County, South Carolina",54014
0500000US45043,"Georgetown County, South Carolina",71313
0500000US45045,"Greenville County, South Carolina",76334
0500000US45047,"Greenwood County, South Carolina",56420
0500000US45051,"Horry County, South Carolina",68988
0500000US45055,"Kershaw County, South Carolina",71375
0500000US45057,"Lancaster County, South Carolina",73942
0500000US45059,"Laurens County, South Carolina",56394
0500000US45063,"Lexington County, South Carolina",76447
0500000US45073,"Oconee County, South Carolina",67124
0500000US45075,"Orangeburg County, South Carolina",51863
0500000US45077,"Pickens County, South Carolina",57110
0500000US45079,"Richland County, South Carolina",61079
0500000US45083,"Spartanburg County, South Carolina",63899
0500000US45085,"Sumter County, South Carolina",55982
0500000US45091,"York County, South Carolina",81356
0500000US46083,"Lincoln County, South Dakota",98015
0500000US46099,"Minnehaha County, South Dakota",71326
0500000US46103,"Pennington County, South Dakota",74893
0500000US47001,"Anderson County, Tennessee",57652
0500000US47009,"Blount County, Tennessee",78504
0500000US47011,"Bradley County, Tennessee",61107
0500000US47037,"Davidson County, Tennessee",80379
0500000US47059,"Greene County, Tennessee",54261
0500000US47063,"Hamblen County, Tennessee",53210
0500000US47065,"Hamilton County, Tennessee",73611
0500000US47093,"Knox County, Tennessee",70265
0500000US47113,"Madison County, Tennessee",58702
0500000US47119,"Maury County, Tennessee",72651
0500000US47125,"Montgomery County, Tennessee",75361
0500000US47141,"Putnam County, Tennessee",56368
0500000US47147,"Robertson County, Tennessee",83355
0500000US47149,"Rutherford County, Tennessee",81628
0500000US47155,"Sevier County, Tennessee",59665
0500000US47157,"Shelby County, Tennessee",62413
0500000US47163,"Sullivan County, Tennessee",56481
0500000US47165,"Sumner County, Tennessee",86081
0500000US47179,"Washington County, Tennessee",60729
0500000US47187,"Williamson County, Tennessee",133990
0500000US47189,"Wilson County, Tennessee",96171
0500000US48005,"Angelina County, Texas",56864
0500000US48021,"Bastrop County, Texas",76522
0500000US48027,"Bell County, Texas",69890
0500000US48029,"Bexar County, Texas",69807
0500000US48037,"Bowie County, Texas",53212
0500000US48039,"Brazoria County, Texas",93680
0500000US48041,"Brazos County, Texas",53123
0500000US48061,"Cameron County, Texas",52210
0500000US48085,"Collin County, Texas",119155
0500000US48091,"Comal County, Texas",99193
0500000US48099,"Coryell County, Texas",75559
0500000US48113,"Dallas County, Texas",74350
0500000US48121,"Denton County, Texas",106695
0500000US48135,"Ector County, Texas",66608
0500000US48139,"Ellis County, Texas",89488
0500000US48141,"El Paso County, Texas",58971
0500000US48157,"Fort Bend County, Texas",105441
0500000US48167,"Galveston County, Texas",83514
0500000US48181,"Grayson County, Texas",69019
0500000US48183,"Gregg County, Texas",61569
0500000US48187,"Guadalupe County, Texas",95953
0500000US48201,"Harris County, Texas",72336
0500000US48203,"Harrison County, Texas",65263
0500000US48209,"Hays County, Texas",87296
0500000US48213,"Henderson County, Texas",59391
0500000US48215,"Hidalgo County, Texas",53661
0500000US48221,"Hood County, Texas",80682
0500000US48231,"Hunt County, Texas",71045
0500000US48245,"Jefferson County, Texas",59725
0500000US48251,"Johnson County, Texas",83737
0500000US48257,"Kaufman County, Texas",90793
0500000US48291,"Liberty County, Texas",77535
0500000US48303,"Lubbock County, Texas",57149
0500000US48309,"McLennan County, Texas",63553
0500000US48329,"Midland County, Texas",93269
0500000US48339,"Montgomery County, Texas",91841
0500000US48347,"Nacogdoches County, Texas",51718
0500000US48355,"Nueces County, Texas",64034
0500000US48361,"Orange County, Texas",65521
0500000US48367,"Parker County, Texas",98174
0500000US48375,"Potter County, Texas",50743
0500000US48381,"Randall County, Texas",80940
0500000US48397,"Rockwall County, Texas",112250
0500000US48409,"San Patricio County, Texas",60494
0500000US48423,"Smith County, Texas",72313
0500000US48427,"Starr County, Texas",41566
0500000US48439,"Tarrant County, Texas",80043
0500000US48441,"Taylor County, Texas",61816
0500000US48451,"Tom Green County, Texas",57268
0500000US48453,"Travis County, Texas",97543
0500000US48469,"Victoria County, Texas",72075
0500000US48471,"Walker County, Texas",55134
0500000US48479,"Webb County, Texas",60204
0500000US48485,"Wichita County, Texas",61983
0500000US48491,"Williamson County, Texas",110415
0500000US48497,"Wise County, Texas",91920
0500000US49005,"Cache County, Utah",83695
0500000US49011,"Davis County, Utah",111778
0500000US49035,"Salt Lake County, Utah",94439
0500000US49045,"Tooele County, Utah",94201
0500000US49049,"Utah County, Utah",100895
0500000US49053,"Washington County, Utah",77480
0500000US49057,"Weber County, Utah",87565
0500000US50007,"Chittenden County, Vermont",99578
0500000US51003,"Albemarle County, Virginia",103413
0500000US51013,"Arlington County, Virginia",140219
0500000US51015,"Augusta County, Virginia",71346
0500000US51019,"Bedford County, Virginia",73456
0500000US51041,"Chesterfield County, Virginia",99658
0500000US51059,"Fairfax County, Virginia",141553
0500000US51061,"Fauquier County, Virginia",110358
0500000US51069,"Frederick County, Virginia",92640
0500000US51085,"Hanover County, Virginia",112243
0500000US51087,"Henrico County, Virginia",85817
0500000US51095,"James City County, Virginia",110137
0500000US51107,"Loudoun County, Virginia",174148
0500000US51121,"Montgomery County, Virginia",68079
0500000US51153,"Prince William County, Virginia",131047
0500000US51161,"Roanoke County, Virginia",80809
0500000US51165,"Rockingham County, Virginia",80935
0500000US51177,"Spotsylvania County, Virginia",112595
0500000US51179,"Stafford County, Virginia",134619
0500000US51199,"York County, Virginia",101351
0500000US51510,"Alexandria city, Virginia",110294
0500000US51550,"Chesapeake city, Virginia",92633
0500000US51650,"Hampton city, Virginia",70238
0500000US51680,"Lynchburg city, Virginia",61693
0500000US51700,"Newport News city, Virginia",64962
0500000US51710,"Norfolk city, Virginia",62382
0500000US51740,"Portsmouth city, Virginia",57109
0500000US51760,"Richmond city, Virginia",65650
0500000US51770,"Roanoke city, Virginia",51038
0500000US51800,"Suffolk city, Virginia",81154
0500000US51810,"Virginia Beach city, Virginia",91141
0500000US53005,"Benton County, Washington",82304
0500000US53007,"Chelan County, Washington",76722
0500000US53009,"Clallam County, Washington",65990
0500000US53011,"Clark County, Washington",97678
0500000US53015,"Cowlitz County, Washington",70959
0500000US53021,"Franklin County, Washington",84366
0500000US53025,"Grant County, Washington",75586
0500000US53027,"Grays Harbor County, Washington",67221
0500000US53029,"Island County, Washington",90308
0500000US53033,"King County, Washington",120824
0500000US53035,"Kitsap County, Washington",99609
0500000US53041,"Lewis County, Washington",67169
0500000US53045,"Mason County, Washington",74508
0500000US53053,"Pierce County, Washington",98174
0500000US53057,"Skagit County, Washington",91234
0500000US53061,"Snohomish County, Washington",106269
0500000US53063,"Spokane County, Washington",73583
0500000US53067,"Thurston County, Washington",93170
0500000US53073,"Whatcom County, Washington",74884
0500000US53077,"Yakima County, Washington",69525
0500000US54003,"Berkeley County, West Virginia",79625
0500000US54011,"Cabell County, West Virginia",56415
0500000US54033,"Harrison County, West Virginia",58646
0500000US54039,"Kanawha County, West Virginia",56469
0500000US54061,"Monongalia County, West Virginia",61009
0500000US54081,"Raleigh County, West Virginia",55189
0500000US54107,"Wood County, West Virginia",54750
0500000US55009,"Brown County, Wisconsin",77146
0500000US55017,"Chippewa County, Wisconsin",77617
0500000US55025,"Dane County, Wisconsin",82838
0500000US55027,"Dodge County, Wisconsin",72736
0500000US55035,"Eau Claire County, Wisconsin",72563
0500000US55039,"Fond du Lac County, Wisconsin",71285
0500000US55055,"Jefferson County, Wisconsin",82864
0500000US55059,"Kenosha County, Wisconsin",74886
0500000US55063,"La Crosse County, Wisconsin",70010
0500000US55071,"Manitowoc County, Wisconsin",68297
0500000US55073,"Marathon County, Wisconsin",74141
0500000US55079,"Milwaukee County, Wisconsin",63185
0500000US55087,"Outagamie County, Wisconsin",85784
0500000US55089,"Ozaukee County, Wisconsin",96961
0500000US55097,"Portage County, Wisconsin",69391
0500000US55101,"Racine County, Wisconsin",73978
0500000US55105,"Rock County, Wisconsin",73440
0500000US55109,"St. Croix County, Wisconsin",102475
0500000US55111,"Sauk County, Wisconsin",80070
0500000US55117,"Sheboygan County, Wisconsin",72902
0500000US55127,"Walworth County, Wisconsin",75229
0500000US55131,"Washington County, Wisconsin",93287
0500000US55133,"Waukesha County, Wisconsin",98630
0500000US55139,"Winnebago County, Wisconsin",69957
0500000US55141,"Wood County, Wisconsin",66461
0500000US56021,"Laramie County, Wyoming",75112
0500000US56025,"Natrona County, Wyoming",73203
0500000US72013,"Arecibo Municipio, Puerto Rico",25496
0500000US72021,"Bayamón Municipio, Puerto Rico",30660
0500000US72025,"Caguas Municipio, Puerto Rico",30589
0500000US72031,"Carolina Municipio, Puerto Rico",35391
0500000US72061,"Guaynabo Municipio, Puerto Rico",48084
0500000US72097,"Mayagüez Municipio, Puerto Rico",16836
0500000US72113,"Ponce Municipio, Puerto Rico",18889
0500000US72127,"San Juan Municipio, Puerto Rico",27403
0500000US72135,"Toa Alta Municipio, Puerto Rico",31635
0500000US72137,"Toa Baja Municipio, Puerto Rico",31814
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",49261
